date,vh,vv
2022-11-01/2022-12-01,0.005700736306607723,0.05456174910068512
2022-11-01/2022-12-01,0.004291118122637272,0.013895345851778984
2022-11-01/2022-12-01,0.005322709679603577,0.03779885172843933
2022-11-01/2022-12-01,0.005894536152482033,0.04499402642250061
2022-11-01/2022-12-01,0.010766200721263885,0.1097545325756073
2022-11-01/2022-12-01,0.0036821982357650995,0.017007606104016304
2022-11-01/2022-12-01,0.006933197379112244,0.03835759684443474
2022-11-01/2022-12-01,0.005849912762641907,0.027558181434869766
2022-11-01/2022-12-01,0.006493018940091133,0.01402511727064848
2022-11-01/2022-12-01,0.006599326152354479,0.02300262078642845
2022-11-01/2022-12-01,0.007827025838196278,0.07283350825309753
2022-11-01/2022-12-01,0.0058418442495167255,0.0580771267414093
2022-11-01/2022-12-01,0.0051416317000985146,0.023011188954114914
2022-11-01/2022-12-01,0.005675317253917456,0.016484593972563744
2022-11-01/2022-12-01,0.005870961118489504,0.026369906961917877
2022-11-01/2022-12-01,0.008560175076127052,0.049268051981925964
2022-11-01/2022-12-01,0.00762882549315691,0.0628075897693634
2022-11-01/2022-12-01,0.005798908416181803,0.013371111825108528
2022-11-01/2022-12-01,0.005143563263118267,0.06553713977336884
2022-11-01/2022-12-01,0.014391737058758736,0.12153400480747223
2022-11-01/2022-12-01,0.005136492662131786,0.01848563179373741
2022-11-01/2022-12-01,0.005133302882313728,0.06558617204427719
2022-11-01/2022-12-01,0.006299473345279694,0.035914503037929535
2022-11-01/2022-12-01,0.0054956600069999695,0.028439529240131378
2022-11-01/2022-12-01,0.0052636172622442245,0.015316924080252647
2022-11-01/2022-12-01,0.007265981752425432,0.0502939373254776
2022-11-01/2022-12-01,0.004151045344769955,0.008438276126980782
2022-11-01/2022-12-01,0.004766363650560379,0.01827673427760601
2022-11-01/2022-12-01,0.005629388615489006,0.0434114933013916
2022-11-01/2022-12-01,0.008718897588551044,0.02238011360168457
2022-11-01/2022-12-01,0.011345348320901394,0.09499514102935791
2022-11-01/2022-12-01,0.006346250418573618,0.022446824237704277
2022-11-01/2022-12-01,0.013761719688773155,0.0561518669128418
2022-11-01/2022-12-01,0.007670071441680193,0.032864175736904144
2022-11-01/2022-12-01,0.003986849449574947,0.009023227728903294
2022-11-01/2022-12-01,0.004171567969024181,0.017704952508211136
2022-11-01/2022-12-01,0.008467186242341995,0.038695186376571655
2022-11-01/2022-12-01,0.008435623720288277,0.039795197546482086
2022-11-01/2022-12-01,0.011859994381666183,0.07290686666965485
2022-11-01/2022-12-01,0.011853366158902645,0.10986536741256714
2022-11-01/2022-12-01,0.010742641985416412,0.11283522844314575
2022-11-01/2022-12-01,0.007985558360815048,0.0386786088347435
2022-11-01/2022-12-01,0.004520002286881208,0.016344863921403885
2022-11-01/2022-12-01,0.0107869952917099,0.09309316426515579
2022-11-01/2022-12-01,0.012212663888931274,0.08053949475288391
2022-11-01/2022-12-01,0.008529335260391235,0.044917792081832886
2022-11-01/2022-12-01,0.00943850725889206,0.05119268596172333
2022-11-01/2022-12-01,0.005487073678523302,0.017122671008110046
2022-11-01/2022-12-01,0.008422121405601501,0.09554745256900787
2022-11-01/2022-12-01,0.006679315119981766,0.01738492213189602
2022-11-01/2022-12-01,0.006265546660870314,0.04512467980384827
2022-11-01/2022-12-01,0.006527644582092762,0.02807483822107315
2022-11-01/2022-12-01,0.004378225188702345,0.013142434880137444
2022-11-01/2022-12-01,0.012543674558401108,0.08127954602241516
2022-11-01/2022-12-01,0.008223829790949821,0.037085287272930145
2022-11-01/2022-12-01,0.00457468256354332,0.01192835345864296
2022-11-01/2022-12-01,0.0056651318445801735,0.03464001417160034
2022-11-01/2022-12-01,0.005780267063528299,0.04702410846948624
2022-11-01/2022-12-01,0.010182837024331093,0.12357011437416077
2022-11-01/2022-12-01,0.019237184897065163,0.1270836591720581
2022-11-01/2022-12-01,0.006039138417690992,0.02343607321381569
2022-11-01/2022-12-01,0.00873241014778614,0.07983686774969101
2022-11-01/2022-12-01,0.01489905547350645,0.09954452514648438
2022-11-01/2022-12-01,0.00681440019980073,0.020183907821774483
2022-11-01/2022-12-01,0.0062381066381931305,0.02352183498442173
2022-11-01/2022-12-01,0.006441290490329266,0.03673596680164337
2022-11-01/2022-12-01,0.008532984182238579,0.07891777157783508
2022-11-01/2022-12-01,0.012932650744915009,0.1323833018541336
2022-11-01/2022-12-01,0.01066648680716753,0.0735679641366005
2022-11-01/2022-12-01,0.006565861403942108,0.0810307115316391
2022-11-01/2022-12-01,0.003992458805441856,0.00876476801931858
2022-11-01/2022-12-01,0.005543520674109459,0.014062045142054558
2022-11-01/2022-12-01,0.004004970658570528,0.016469761729240417
2022-11-01/2022-12-01,0.01603180542588234,0.1754170060157776
2022-11-01/2022-12-01,0.013692932203412056,0.09597179293632507
2022-11-01/2022-12-01,0.005220607854425907,0.011241650208830833
2022-11-01/2022-12-01,0.007594296708703041,0.03133789077401161
2022-11-01/2022-12-01,0.010072633624076843,0.10723622143268585
2022-11-01/2022-12-01,0.006165940314531326,0.04219447076320648
2022-11-01/2022-12-01,0.006433648057281971,0.015144324861466885
2022-11-01/2022-12-01,0.0075667365454137325,0.04208212345838547
2022-11-01/2022-12-01,0.006657175719738007,0.0718131884932518
2022-11-01/2022-12-01,0.0052739400416612625,0.027363499626517296
2022-11-01/2022-12-01,0.0068048108369112015,0.03362590819597244
2022-11-01/2022-12-01,0.0053406511433422565,0.04017234593629837
2022-11-01/2022-12-01,0.006229947321116924,0.017490971833467484
2022-11-01/2022-12-01,0.010255588218569756,0.08009637892246246
2022-11-01/2022-12-01,0.0037448876537382603,0.014937736093997955
2022-11-01/2022-12-01,0.013033665716648102,0.11680956184864044
2022-11-01/2022-12-01,0.011401403695344925,0.09499514102935791
2022-11-01/2022-12-01,0.009263669140636921,0.08787861466407776
2022-11-01/2022-12-01,0.009877639822661877,0.049419306218624115
2022-11-01/2022-12-01,0.006226525641977787,0.0247347429394722
2022-11-01/2022-12-01,0.006009633652865887,0.01309932954609394
2022-11-01/2022-12-01,0.013569029048085213,0.07216466963291168
2022-11-01/2022-12-01,0.007610611617565155,0.025356413796544075
2022-11-01/2022-12-01,0.011753292754292488,0.12163490056991577
2022-11-01/2022-12-01,0.005984791554510593,0.04771684110164642
2022-11-01/2022-12-01,0.006710298825055361,0.07542678713798523
2022-11-01/2022-12-01,0.0040002549067139626,0.01143326424062252
2022-11-01/2022-12-01,0.01140499860048294,0.11466437578201294
2022-11-01/2022-12-01,0.008403787389397621,0.026800282299518585
2022-11-01/2022-12-01,0.004643850028514862,0.011745204217731953
2022-11-01/2022-12-01,0.007613172754645348,0.052769050002098083
2022-11-01/2022-12-01,0.006183929275721312,0.02612154558300972
2022-11-01/2022-12-01,0.014840992167592049,0.08511083573102951
2022-11-01/2022-12-01,0.00746571971103549,0.049746714532375336
2022-11-01/2022-12-01,0.005422008223831654,0.04568273574113846
2022-11-01/2022-12-01,0.006451512221246958,0.03735640272498131
2022-11-01/2022-12-01,0.006890556775033474,0.019368331879377365
2022-11-01/2022-12-01,0.009145285934209824,0.05886240303516388
2022-11-01/2022-12-01,0.0051823570393025875,0.019663389772176743
2022-11-01/2022-12-01,0.010928141884505749,0.06788727641105652
2022-11-01/2022-12-01,0.005354986526072025,0.04969996586441994
2022-11-01/2022-12-01,0.00710839219391346,0.08554691076278687
2022-11-01/2022-12-01,0.00544587429612875,0.05119265615940094
2022-11-01/2022-12-01,0.010473930276930332,0.05576649680733681
2022-11-01/2022-12-01,0.015201367437839508,0.04255465418100357
2022-11-01/2022-12-01,0.0062226527370512486,0.02993224933743477
2022-11-01/2022-12-01,0.005373289342969656,0.05324810370802879
2022-11-01/2022-12-01,0.005721785128116608,0.04350823163986206
2022-11-01/2022-12-01,0.004690720699727535,0.014697505161166191
2022-11-01/2022-12-01,0.011189294047653675,0.08803954720497131
2022-11-01/2022-12-01,0.008165569975972176,0.10125673562288284
2022-11-01/2022-12-01,0.0073953354731202126,0.02242507040500641
2022-11-01/2022-12-01,0.00725899264216423,0.029156196862459183
2022-11-01/2022-12-01,0.005136626306921244,0.014784186147153378
2022-11-01/2022-12-01,0.005809145048260689,0.017780978232622147
2022-11-01/2022-12-01,0.00947197899222374,0.031202254816889763
2022-11-01/2022-12-01,0.005029068328440189,0.015156691893935204
2022-11-01/2022-12-01,0.004716232884675264,0.011550866067409515
2022-11-01/2022-12-01,0.009218798950314522,0.03625574707984924
2022-11-01/2022-12-01,0.008410641923546791,0.054630178958177567
2022-11-01/2022-12-01,0.007829601876437664,0.027254989370703697
2022-11-01/2022-12-01,0.006564555689692497,0.016766982153058052
2022-11-01/2022-12-01,0.009971409104764462,0.06894894689321518
2022-11-01/2022-12-01,0.007573058363050222,0.027718545868992805
2022-11-01/2022-12-01,0.007286743726581335,0.07124720513820648
2022-11-01/2022-12-01,0.0056898389011621475,0.024994727224111557
2022-11-01/2022-12-01,0.005393077619373798,0.05377146229147911
2022-11-01/2022-12-01,0.004402211867272854,0.015575537458062172
2022-11-01/2022-12-01,0.006844810675829649,0.03491684049367905
2022-11-01/2022-12-01,0.022855667397379875,0.15217207372188568
2022-11-01/2022-12-01,0.009484373033046722,0.03927557170391083
2022-11-01/2022-12-01,0.0069122835993766785,0.07984405755996704
2022-11-01/2022-12-01,0.007349538151174784,0.04269043356180191
2022-11-01/2022-12-01,0.016078907996416092,0.12847015261650085
2022-11-01/2022-12-01,0.00612563407048583,0.04297503083944321
2022-11-01/2022-12-01,0.007772511336952448,0.027964653447270393
2022-11-01/2022-12-01,0.007327939383685589,0.030931200832128525
2022-11-01/2022-12-01,0.02111789956688881,0.34311443567276
2022-11-01/2022-12-01,0.007038609124720097,0.14143648743629456
2022-11-01/2022-12-01,0.006231109146028757,0.15001478791236877
2022-11-01/2022-12-01,0.004319034982472658,0.04964744299650192
2022-11-01/2022-12-01,0.01244722492992878,0.273783802986145
2022-11-01/2022-12-01,0.006429736036807299,0.3010483384132385
2022-11-01/2022-12-01,0.01060237642377615,0.06646844744682312
2022-11-01/2022-12-01,0.003984633833169937,0.03320034593343735
2022-11-01/2022-12-01,0.009159399196505547,0.23084565997123718
2022-11-01/2022-12-01,0.017855193465948105,0.375644326210022
2022-11-01/2022-12-01,0.006302662193775177,0.26277676224708557
2022-11-01/2022-12-01,0.005570762790739536,0.05866122990846634
2022-11-01/2022-12-01,0.01662445440888405,0.2453855276107788
2022-11-01/2022-12-01,0.0047336965799331665,0.026521984487771988
2022-11-01/2022-12-01,0.005576719529926777,0.0695563331246376
2022-11-01/2022-12-01,0.007093420252203941,0.2845059037208557
2022-11-01/2022-12-01,0.004393714014440775,0.07738009095191956
2022-11-01/2022-12-01,0.005409652832895517,0.10523895919322968
2022-11-01/2022-12-01,0.004407705273479223,0.02852117270231247
2022-11-01/2022-12-01,0.02353474497795105,0.0782550647854805
2022-11-01/2022-12-01,0.00425689434632659,0.05921831727027893
2022-11-01/2022-12-01,0.00696495221927762,0.052137941122055054
2022-11-01/2022-12-01,0.004096455872058868,0.057812176644802094
2022-11-01/2022-12-01,0.004590837750583887,0.05943417549133301
2022-11-01/2022-12-01,0.022044699639081955,0.32128533720970154
2022-11-01/2022-12-01,0.008284159936010838,0.20316994190216064
2022-11-01/2022-12-01,0.006645554210990667,0.07547536492347717
2022-11-01/2022-12-01,0.008922388777136803,0.0507439523935318
2022-11-01/2022-12-01,0.013332374393939972,0.23268336057662964
2022-11-01/2022-12-01,0.017689581960439682,0.37907499074935913
2022-11-01/2022-12-01,0.00443761982023716,0.038402117788791656
2022-11-01/2022-12-01,0.016151832416653633,0.299088716506958
2022-11-01/2022-12-01,0.010941551998257637,0.3074697256088257
2022-11-01/2022-12-01,0.005078154616057873,0.09614968299865723
2022-11-01/2022-12-01,0.004180536605417728,0.02226104587316513
2022-11-01/2022-12-01,0.0071509527042508125,0.1456272453069687
2022-11-01/2022-12-01,0.009411895647644997,0.1802777349948883
2022-11-01/2022-12-01,0.01500711590051651,0.3146432042121887
2022-11-01/2022-12-01,0.005425687879323959,0.08077134191989899
2022-11-01/2022-12-01,0.00398428738117218,0.07790201902389526
2022-11-01/2022-12-01,0.003827848471701145,0.028887856751680374
2022-11-01/2022-12-01,0.016489021480083466,0.2897232174873352
2022-11-01/2022-12-01,0.005824562162160873,0.12262861430644989
2022-11-01/2022-12-01,0.004621947184205055,0.1208820641040802
2022-11-01/2022-12-01,0.008129836060106754,0.20927760004997253
2022-11-01/2022-12-01,0.015497094951570034,0.12114307284355164
2022-11-01/2022-12-01,0.008368659764528275,0.16451197862625122
2022-11-01/2022-12-01,0.010524644516408443,0.19975495338439941
2022-11-01/2022-12-01,0.012284457683563232,0.2890392243862152
2022-11-01/2022-12-01,0.022340938448905945,0.25433993339538574
2022-11-01/2022-12-01,0.01049231830984354,0.23270952701568604
2022-11-01/2022-12-01,0.012977682054042816,0.34081411361694336
2022-11-01/2022-12-01,0.006541767623275518,0.15903818607330322
2022-11-01/2022-12-01,0.008790882304310799,0.3746296763420105
2022-11-01/2022-12-01,0.004987457767128944,0.08553297072649002
2022-11-01/2022-12-01,0.004384010098874569,0.03301494941115379
2022-11-01/2022-12-01,0.0048884376883506775,0.05416117236018181
2022-11-01/2022-12-01,0.006107707042247057,0.05137632042169571
2022-11-01/2022-12-01,0.014284136705100536,0.2581494152545929
2022-11-01/2022-12-01,0.023325562477111816,0.2767149806022644
2022-11-01/2022-12-01,0.0076095545664429665,0.21999332308769226
2022-11-01/2022-12-01,0.006917659193277359,0.05559857189655304
2022-11-01/2022-12-01,0.004213487729430199,0.050355661660432816
2022-11-01/2022-12-01,0.007222331129014492,0.18989211320877075
2022-11-01/2022-12-01,0.007378560025244951,0.08711236715316772
2022-11-01/2022-12-01,0.012546157464385033,0.27139273285865784
2022-11-01/2022-12-01,0.007079266011714935,0.11516870558261871
2022-11-01/2022-12-01,0.014149290509521961,0.46013790369033813
2022-11-01/2022-12-01,0.0049521829932928085,0.03669297322630882
2022-11-01/2022-12-01,0.017378803342580795,0.38593584299087524
2022-11-01/2022-12-01,0.0055589075200259686,0.04998534917831421
2022-11-01/2022-12-01,0.012578188441693783,0.18474078178405762
2022-11-01/2022-12-01,0.006200892385095358,0.07167086005210876
2022-11-01/2022-12-01,0.006119111552834511,0.07107044756412506
2022-11-01/2022-12-01,0.00551803270354867,0.09256879985332489
2022-11-01/2022-12-01,0.00481847720220685,0.07224006950855255
2022-11-01/2022-12-01,0.016162443906068802,0.3312051594257355
2022-11-01/2022-12-01,0.010186402127146721,0.16116774082183838
2022-11-01/2022-12-01,0.004765677265822887,0.06854357570409775
2022-11-01/2022-12-01,0.004517667926847935,0.04012000560760498
2022-11-01/2022-12-01,0.005738938692957163,0.0676041841506958
2022-11-01/2022-12-01,0.005924961529672146,0.03595644235610962
2022-11-01/2022-12-01,0.009843097999691963,0.1337103545665741
2022-11-01/2022-12-01,0.005000848323106766,0.05753695219755173
2022-11-01/2022-12-01,0.029098721221089363,0.08436355739831924
2022-11-01/2022-12-01,0.02475876733660698,0.17902681231498718
2022-11-01/2022-12-01,0.007890339940786362,0.16331730782985687
2022-11-01/2022-12-01,0.006824937649071217,0.15542225539684296
2022-11-01/2022-12-01,0.025060271844267845,0.5940123796463013
2022-11-01/2022-12-01,0.006252000108361244,0.18798542022705078
2022-11-01/2022-12-01,0.004931148141622543,0.02864416316151619
2022-11-01/2022-12-01,0.004018683917820454,0.03990313410758972
2022-11-01/2022-12-01,0.004611611366271973,0.03615444526076317
2022-11-01/2022-12-01,0.005694556050002575,0.05607832968235016
2022-11-01/2022-12-01,0.007652167230844498,0.17408572137355804
2022-11-01/2022-12-01,0.018010981380939484,0.34618881344795227
2022-11-01/2022-12-01,0.008031539618968964,0.22491316497325897
2022-11-01/2022-12-01,0.006637002341449261,0.13749003410339355
2022-11-01/2022-12-01,0.005633845459669828,0.029483720660209656
2022-11-01/2022-12-01,0.005430860444903374,0.04932292178273201
2022-11-01/2022-12-01,0.008110284805297852,0.08365890383720398
2022-11-01/2022-12-01,0.01037225965410471,0.29092079401016235
2022-11-01/2022-12-01,0.00815269909799099,0.15470072627067566
2022-11-01/2022-12-01,0.006889126263558865,0.19161751866340637
2022-11-01/2022-12-01,0.007897468283772469,0.07453997433185577
2022-11-01/2022-12-01,0.019044838845729828,0.34375739097595215
2022-11-01/2022-12-01,0.0046023838222026825,0.06653554737567902
2022-11-01/2022-12-01,0.020633354783058167,0.40446358919143677
2022-11-01/2022-12-01,0.00858184602111578,0.08015080541372299
2022-11-01/2022-12-01,0.008670782670378685,0.09179144352674484
2022-11-01/2022-12-01,0.006307683419436216,0.05522150918841362
2022-11-01/2022-12-01,0.0046618906781077385,0.05726584419608116
2022-11-01/2022-12-01,0.0046809157356619835,0.1197279691696167
2022-11-01/2022-12-01,0.015847330912947655,0.3212319016456604
2022-11-01/2022-12-01,0.01964956894516945,0.3153614401817322
2022-11-01/2022-12-01,0.018223242834210396,0.35152095556259155
2022-11-01/2022-12-01,0.004561759997159243,0.0402999110519886
2022-11-01/2022-12-01,0.005204667802900076,0.07272906601428986
2022-11-01/2022-12-01,0.01563403382897377,0.3571814298629761
2022-11-01/2022-12-01,0.039392873644828796,0.2494882494211197
2022-11-01/2022-12-01,0.004440300166606903,0.06689485907554626
2022-11-01/2022-12-01,0.003989344462752342,0.03526132553815842
2022-11-01/2022-12-01,0.0038731019012629986,0.06850757449865341
2022-11-01/2022-12-01,0.022738665342330933,0.33713459968566895
2022-11-01/2022-12-01,0.003936417400836945,0.04571264237165451
2022-11-01/2022-12-01,0.004478665068745613,0.0228352602571249
2022-11-01/2022-12-01,0.023678552359342575,0.27069443464279175
2022-11-01/2022-12-01,0.02885502576828003,0.4173687696456909
2022-11-01/2022-12-01,0.012143484316766262,0.29754042625427246
2022-11-01/2022-12-01,0.019258785992860794,0.38829508423805237
2022-11-01/2022-12-01,0.013325297273695469,0.230941504240036
