2022-01-01/2022-02-01,2022-02-01/2022-03-01,2022-03-01/2022-04-01,2022-04-01/2022-05-01,2022-05-01/2022-06-01,2022-06-01/2022-07-01,2022-07-01/2022-08-01,2022-08-01/2022-09-01,2022-09-01/2022-10-01,2022-10-01/2022-11-01,2022-11-01/2022-12-01,2022-12-01/2023-01-01,Cluster,Mean,Variance,Autocorrelation
0.0,0.8415731676323015,0.8077604026198651,0.6967975452480673,0.8839641481726827,0.8035191349507883,0.7151338816438864,0.668194543654366,0.8413993518414458,0.8486580162436422,0.7226166251316692,0.6458820252428923,0,0.795133153007928,0.015903645902024536,0.08863556469073164
0.0,0.8463141247132528,0.7903001401533071,0.6124133142951732,0.8140592510635419,0.8496172967145732,0.6950185280570256,0.5823425441509652,0.9210477726558342,0.9607017013351362,0.7285089402643372,0.5769730380660071,0,0.795133153007928,0.015903645902024536,0.08863556469073164
0.0,0.8634785862949566,0.8597404788316663,0.5222083987361685,0.8513817920167827,0.9415627079621804,0.7147159743682534,0.5013552433815258,1.0323381047750988,1.0827277189244986,0.7021559850143511,0.5096622161753402,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.0,0.8952265662731724,0.9019249118040226,0.43160804719257795,0.8347314938270747,0.97178039140413,0.6683749147471335,0.40430287028096246,1.065914479011846,1.1199939314642646,0.6540993959212474,0.42862835954106143,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.0,0.9088311192935566,0.9077112503945843,0.3523231504777427,0.8231546050783309,0.9881671405832975,0.6447483145884725,0.31236213306021804,1.138900382468575,1.1768722643384517,0.5891898170455485,0.36907411280927915,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.0,0.9159143608518302,0.9376413624651636,0.2725708958449179,0.8158083694575601,1.0554013254856054,0.6661843461334895,0.24113768218239584,1.2341049449249157,1.232563327417808,0.5800158213559149,0.2947847839114255,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5599698508889474,0.9938311085539805,1.054527144628731,0.19501935344421886,0.7868996726522904,1.0743845998700408,0.6503104317700953,0.2522881703691944,1.2521619101243864,1.2935965457576455,0.5658291519805536,0.22441824072648164,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5751446615813247,0.9967984667574241,1.0718029376221128,0.19320030873379437,0.7974703487123765,1.0469780307957106,0.6745592886958487,0.27887955939639797,1.2125990034882765,1.2901287211579364,0.6118327102404889,0.2268854488446657,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.6014907037038238,1.0111560743124028,1.1882667286603368,0.18359557061846737,0.8669866304325321,1.023458497194732,0.6724289776818246,0.3894879062571817,1.1516421417987144,1.2933380306181033,0.6578335450255628,0.224970589266668,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.605576564250468,1.0149871247980606,1.231545586365408,0.18819700138277445,0.8346434860870922,1.009913330091837,0.7094527049120932,0.5061664959012049,0.9966052950247304,1.2375799917496124,0.7146910022461398,0.274255566023252,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5991461578606792,0.983948406417131,1.271619060500012,0.20525765876680518,0.8127574709253212,1.0100037091194836,0.7261394127873978,0.5374127111353942,1.0213061511279078,1.266830928755289,0.7039506501388895,0.27054205779016954,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.6223455400430904,0.9816564737265375,1.3105808096080351,0.20101665760838242,0.8433146921298337,1.0756201316093392,0.7493512240636686,0.5734654161594402,0.9982707836135211,1.2582692794730588,0.7051299845603005,0.24281198738236956,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.6050274435478442,0.9758186398468599,1.2907560326633625,0.20291123177250928,0.8957193676823693,1.0059992076338693,0.6710031541131635,0.6065039633195256,1.0234467372402813,1.2402446094473176,0.7077935750470513,0.22987686036895058,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.6601412527292616,0.9104873942671494,1.1957543069435344,0.19752146506656018,0.8841110631332955,1.0369862427165704,0.7090000490642402,0.5301580435343793,1.0981215169263339,1.221074237162352,0.7666653330417071,0.23141887756852592,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.6252059073017239,0.9325336731584098,1.1727334078226066,0.19849316899110683,0.8446811770777096,1.0668968972166575,0.696781376800816,0.5270538311541167,1.062452086057125,1.2712441989233894,0.7706608844592439,0.23564959760791102,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.6478727932871882,0.9433511370779876,1.0881048348241071,0.20935968436253738,0.8125927638696554,1.102202905667634,0.7182818745678347,0.44452944099357733,1.0407273830238581,1.2056898834490748,0.6744180025887712,0.2390346722205265,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5841367973528532,0.9268185698143824,0.9697144432552919,0.21450808553407893,0.8341109437021934,1.1165248529963399,0.6830236336882454,0.32760242345953516,1.192084652958609,1.1817238319769705,0.6089165343498208,0.18755525811334633,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5541798189107797,0.9267266345302294,0.9842795935313223,0.19624479756651453,0.9058418620563685,1.1230385836770609,0.7016022424509025,0.36155925398539207,1.1553567285179187,1.1440669979976232,0.7263235014908209,0.19702848136233503,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5315584201264657,0.9049928568262258,0.9740475715160185,0.190247401171306,0.89326047063172,1.1510845920158252,0.6887716012591377,0.33725059665414586,1.1545706328302643,1.1443820690622932,0.7156819523788913,0.1942287674703606,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5691828948563382,0.9223483338278682,0.947184922295677,0.21520378720540795,0.8482972741565735,1.2316832903729318,0.7066497507856083,0.3119230404659486,1.0965497443767092,1.1812505162648554,0.6718228054587526,0.22889986073796242,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5349671610485361,0.9283417866694584,0.9441401821652099,0.21618869969586335,0.816049549545334,1.2138185379452526,0.6939124737553568,0.2981485793156909,1.0840336211440158,1.1800581978523907,0.6497295169092899,0.25088779144896617,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5441894370350512,0.9169508714600232,0.9358754271714832,0.21301347741087345,0.8479443328726093,1.2526237533062363,0.699299918699235,0.2871309708166376,1.1277400113504652,1.1505802348482497,0.5871523550485583,0.25428857095181795,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5048329906412129,0.867215098787371,0.9102454707535976,0.22014594339587168,0.8280336284982318,1.2453597013589277,0.7084497764357537,0.2658869755634391,1.2211242745360782,1.165917311798322,0.5878378247581331,0.2554140552943211,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
0.5082021881592585,0.9157386171726002,0.9055894235656847,0.19891565401304168,0.800651960393713,1.2708435737031656,0.7509500626603434,0.2764367864691885,1.1892764341991466,1.2220804315766218,0.6184879875906366,0.28886748282174823,2,0.7649858416313423,0.010335825524477335,-0.10574372770967001
