date,vh,vv
2022-04-01/2022-05-01,0.007491505,0.18152462
2022-04-01/2022-05-01,0.02177456,0.4292966
2022-04-01/2022-05-01,0.0069957254,0.11471554
2022-04-01/2022-05-01,0.009179618,0.20066744
2022-04-01/2022-05-01,0.015341698,0.29836828
2022-04-01/2022-05-01,0.012934884,0.26991206
2022-04-01/2022-05-01,0.006996904,0.114647835
2022-04-01/2022-05-01,0.0054677557,0.14453563
2022-04-01/2022-05-01,0.005531533,0.17026964
2022-04-01/2022-05-01,0.0071494794,0.101951994
2022-04-01/2022-05-01,0.0054994016,0.069220245
2022-04-01/2022-05-01,0.009315689,0.21525437
2022-04-01/2022-05-01,0.011248309,0.21809119
2022-04-01/2022-05-01,0.012848873,0.25435126
2022-04-01/2022-05-01,0.005578026,0.14062975
2022-04-01/2022-05-01,0.011226278,0.21115942
2022-04-01/2022-05-01,0.022455938,0.2788033
2022-04-01/2022-05-01,0.005756385,0.13248625
2022-04-01/2022-05-01,0.008917164,0.27885503
2022-04-01/2022-05-01,0.017792333,0.17410037
2022-04-01/2022-05-01,0.020162947,0.38462877
2022-04-01/2022-05-01,0.01070849,0.31782597
2022-04-01/2022-05-01,0.024446663,0.36382407
2022-04-01/2022-05-01,0.015018363,0.38667914
2022-04-01/2022-05-01,0.0136507545,0.299649
2022-04-01/2022-05-01,0.005396331,0.03299924
2022-04-01/2022-05-01,0.0076941336,0.23382205
2022-04-01/2022-05-01,0.008313719,0.11806954
2022-04-01/2022-05-01,0.011621457,0.28047347
2022-04-01/2022-05-01,0.017474148,0.25274044
2022-04-01/2022-05-01,0.026867952,0.31851432
2022-04-01/2022-05-01,0.008637005,0.19816835
2022-04-01/2022-05-01,0.015252212,0.2153599
2022-04-01/2022-05-01,0.008000061,0.19756246
2022-04-01/2022-05-01,0.009167006,0.21710941
2022-04-01/2022-05-01,0.008171012,0.16028133
2022-04-01/2022-05-01,0.00786376,0.118934505
2022-04-01/2022-05-01,0.017204799,0.34419465
2022-04-01/2022-05-01,0.009667233,0.14506596
2022-04-01/2022-05-01,0.010504622,0.28848788
2022-04-01/2022-05-01,0.032878216,0.30006686
2022-04-01/2022-05-01,0.006449474,0.09678294
2022-04-01/2022-05-01,0.02828398,0.26081458
2022-04-01/2022-05-01,0.026218243,0.33688942
2022-04-01/2022-05-01,0.008357385,0.21101254
2022-04-01/2022-05-01,0.012548632,0.20830755
2022-04-01/2022-05-01,0.014750034,0.31819314
2022-04-01/2022-05-01,0.012252981,0.27801567
2022-04-01/2022-05-01,0.028735444,0.24943405
2022-04-01/2022-05-01,0.023227427,0.34588122
2022-04-01/2022-05-01,0.009691754,0.18662848
2022-04-01/2022-05-01,0.005909672,0.14477412
2022-04-01/2022-05-01,0.00796118,0.1105638
2022-04-01/2022-05-01,0.02246977,0.21242967
2022-04-01/2022-05-01,0.022039576,0.38914108
2022-04-01/2022-05-01,0.009663686,0.24731424
2022-04-01/2022-05-01,0.0071995775,0.17870063
2022-04-01/2022-05-01,0.005648393,0.15994444
2022-04-01/2022-05-01,0.011560623,0.30674642
2022-04-01/2022-05-01,0.035940126,0.22794995
2022-04-01/2022-05-01,0.0077367425,0.15181924
2022-04-01/2022-05-01,0.011539251,0.3208282
2022-04-01/2022-05-01,0.011462446,0.26420236
2022-04-01/2022-05-01,0.014559401,0.2943963
2022-04-01/2022-05-01,0.0067132376,0.12447305
2022-04-01/2022-05-01,0.009091418,0.21122047
2022-04-01/2022-05-01,0.026117587,0.32414737
2022-04-01/2022-05-01,0.01033174,0.12059229
2022-04-01/2022-05-01,0.0064217546,0.12335092
2022-04-01/2022-05-01,0.0070274537,0.106832534
2022-04-01/2022-05-01,0.0057868557,0.13429672
2022-04-01/2022-05-01,0.02233596,0.22917277
2022-04-01/2022-05-01,0.028073367,0.3101154
2022-04-01/2022-05-01,0.036866866,0.229191
2022-04-01/2022-05-01,0.024597451,0.23053905
2022-04-01/2022-05-01,0.027869716,0.4446655
2022-04-01/2022-05-01,0.006727656,0.030876718
2022-04-01/2022-05-01,0.037032545,0.39115894
2022-04-01/2022-05-01,0.00857456,0.17234449
2022-04-01/2022-05-01,0.017489012,0.23802403
2022-04-01/2022-05-01,0.0071978485,0.0661238
2022-04-01/2022-05-01,0.009115159,0.23214272
2022-04-01/2022-05-01,0.0074359383,0.20813394
2022-04-01/2022-05-01,0.016499605,0.42919213
2022-04-01/2022-05-01,0.018503081,0.2163091
2022-04-01/2022-05-01,0.009192255,0.16179083
2022-04-01/2022-05-01,0.047140263,0.14978424
2022-04-01/2022-05-01,0.026007548,0.392707
2022-04-01/2022-05-01,0.017537018,0.245709
2022-04-01/2022-05-01,0.02635578,0.29704908
2022-04-01/2022-05-01,0.036354482,0.32267886
2022-04-01/2022-05-01,0.009035929,0.19517809
2022-04-01/2022-05-01,0.02263945,0.31817678
2022-04-01/2022-05-01,0.0073666964,0.17662507
2022-04-01/2022-05-01,0.010956522,0.256321
2022-04-01/2022-05-01,0.005786976,0.022180613
2022-04-01/2022-05-01,0.028817875,0.2777699
2022-04-01/2022-05-01,0.013720471,0.2771824
2022-04-01/2022-05-01,0.0060598096,0.08181508
