date,vh,vv
2022-07-01/2022-08-01,0.013337781,0.08125545
2022-07-01/2022-08-01,0.005930083,0.03397511
2022-07-01/2022-08-01,0.004927291,0.019930042
2022-07-01/2022-08-01,0.012982937,0.10786657
2022-07-01/2022-08-01,0.00948809,0.046112224
2022-07-01/2022-08-01,0.011056454,0.036183998
2022-07-01/2022-08-01,0.030619703,0.19111818
2022-07-01/2022-08-01,0.009313361,0.0414581
2022-07-01/2022-08-01,0.011211768,0.06617682
2022-07-01/2022-08-01,0.03965385,0.11111301
2022-07-01/2022-08-01,0.022867762,0.14449935
2022-07-01/2022-08-01,0.009006342,0.033623435
2022-07-01/2022-08-01,0.0053627007,0.04995869
2022-07-01/2022-08-01,0.009357233,0.036380574
2022-07-01/2022-08-01,0.019566154,0.10117214
2022-07-01/2022-08-01,0.05288812,0.23690644
2022-07-01/2022-08-01,0.007244192,0.02874063
2022-07-01/2022-08-01,0.0072136587,0.03543414
2022-07-01/2022-08-01,0.009621997,0.041337874
2022-07-01/2022-08-01,0.022199383,0.15093037
2022-07-01/2022-08-01,0.007022701,0.031501345
2022-07-01/2022-08-01,0.006479662,0.031306528
2022-07-01/2022-08-01,0.0071688956,0.028943833
2022-07-01/2022-08-01,0.006859704,0.01802243
2022-07-01/2022-08-01,0.0063532125,0.05284681
2022-07-01/2022-08-01,0.02273965,0.21342835
2022-07-01/2022-08-01,0.0048600635,0.013526356
2022-07-01/2022-08-01,0.009064913,0.04485584
2022-07-01/2022-08-01,0.0058470853,0.05203285
2022-07-01/2022-08-01,0.007989144,0.03307917
2022-07-01/2022-08-01,0.004402964,0.0106966775
2022-07-01/2022-08-01,0.028107746,0.1637103
2022-07-01/2022-08-01,0.019855984,0.096545756
2022-07-01/2022-08-01,0.025713801,0.1278277
2022-07-01/2022-08-01,0.005518359,0.015678655
2022-07-01/2022-08-01,0.008225108,0.028314743
2022-07-01/2022-08-01,0.015773527,0.07923661
2022-07-01/2022-08-01,0.0063864104,0.014208144
2022-07-01/2022-08-01,0.018195828,0.13753076
2022-07-01/2022-08-01,0.012140684,0.08969818
2022-07-01/2022-08-01,0.0072618485,0.071888626
2022-07-01/2022-08-01,0.009891549,0.04704763
2022-07-01/2022-08-01,0.010196262,0.04656701
2022-07-01/2022-08-01,0.0062502176,0.014061404
2022-07-01/2022-08-01,0.004845827,0.018298423
2022-07-01/2022-08-01,0.012409704,0.09694632
2022-07-01/2022-08-01,0.0073177516,0.02797295
2022-07-01/2022-08-01,0.008729842,0.032583445
2022-07-01/2022-08-01,0.0065451423,0.026377076
2022-07-01/2022-08-01,0.006293863,0.029075347
2022-07-01/2022-08-01,0.012929674,0.08059311
2022-07-01/2022-08-01,0.010131766,0.057774853
2022-07-01/2022-08-01,0.006437961,0.025957108
2022-07-01/2022-08-01,0.0069367765,0.021635631
2022-07-01/2022-08-01,0.0054850746,0.017418299
2022-07-01/2022-08-01,0.0043265778,0.010840438
2022-07-01/2022-08-01,0.0055481996,0.031874016
2022-07-01/2022-08-01,0.012293477,0.09510572
2022-07-01/2022-08-01,0.0055254903,0.019093
2022-07-01/2022-08-01,0.006386284,0.031752862
2022-07-01/2022-08-01,0.0038061794,0.018934825
2022-07-01/2022-08-01,0.005434405,0.021624725
2022-07-01/2022-08-01,0.011398943,0.0747349
2022-07-01/2022-08-01,0.04351463,0.20008841
2022-07-01/2022-08-01,0.009048607,0.040912442
2022-07-01/2022-08-01,0.0107070245,0.0682003
2022-07-01/2022-08-01,0.005382704,0.017841656
2022-07-01/2022-08-01,0.016135689,0.116558455
2022-07-01/2022-08-01,0.049468398,0.18345422
2022-07-01/2022-08-01,0.0045950366,0.015123434
2022-07-01/2022-08-01,0.010724757,0.05200047
2022-07-01/2022-08-01,0.0074224006,0.0519481
2022-07-01/2022-08-01,0.012067109,0.03831551
2022-07-01/2022-08-01,0.009568455,0.0815656
2022-07-01/2022-08-01,0.013066123,0.07367564
2022-07-01/2022-08-01,0.012452116,0.058943894
2022-07-01/2022-08-01,0.015556503,0.19039391
2022-07-01/2022-08-01,0.0046410877,0.015942194
2022-07-01/2022-08-01,0.012422146,0.079514384
2022-07-01/2022-08-01,0.018981744,0.09343176
2022-07-01/2022-08-01,0.039184585,0.19049874
2022-07-01/2022-08-01,0.00569015,0.029442074
2022-07-01/2022-08-01,0.014536701,0.08490576
2022-07-01/2022-08-01,0.0058821524,0.015692098
2022-07-01/2022-08-01,0.004824267,0.024129108
2022-07-01/2022-08-01,0.008475795,0.07191707
2022-07-01/2022-08-01,0.004917734,0.026560575
2022-07-01/2022-08-01,0.012343459,0.07108391
2022-07-01/2022-08-01,0.008191874,0.049229827
2022-07-01/2022-08-01,0.0044191796,0.011678193
2022-07-01/2022-08-01,0.0047260616,0.015069525
2022-07-01/2022-08-01,0.03353566,0.20966974
